t;x;y;
0.000000E0;-7.253201E-3;2.838756E-1
4.166667E-2;-8.902912E-4;2.838856E-1
8.333333E-2;2.154094E-5;2.820690E-1
1.250000E-1;8.206693E-3;2.793549E-1
1.666667E-1;2.002637E-2;2.775554E-1
2.083333E-1;3.184605E-2;2.757559E-1
2.500000E-1;4.457898E-2;2.712309E-1
2.916667E-1;6.276584E-2;2.667144E-1
3.333333E-1;8.185883E-2;2.640173E-1
3.750000E-1;1.027727E-1;2.595051E-1
4.166667E-1;1.282357E-1;2.522730E-1
4.583333E-1;1.609720E-1;2.441434E-1
5.000000E-1;1.909857E-1;2.332825E-1
5.416667E-1;2.264490E-1;2.251570E-1
5.833333E-1;2.628241E-1;2.152151E-1
6.250000E-1;3.028366E-1;2.043698E-1
6.666667E-1;3.464879E-1;1.917123E-1
7.083333E-1;3.955888E-1;1.817903E-1
7.500000E-1;4.410567E-1;1.700445E-1
7.916667E-1;4.919728E-1;1.619433E-1
8.333333E-1;5.456030E-1;1.620273E-1
8.750000E-1;5.964978E-1;1.675608E-1
9.166667E-1;6.428390E-1;1.785412E-1
9.583333E-1;6.864477E-1;1.931533E-1
1.000000E0;7.282468E-1;2.023086E-1
1.041667E0;7.691427E-1;2.078265E-1
1.083333E0;8.118609E-1;2.106204E-1
1.125000E0;8.445830E-1;2.115806E-1
1.166667E0;8.818571E-1;2.080029E-1
1.208333E0;9.227701E-1;2.026130E-1
1.250000E0;9.673389E-1;1.845030E-1
1.291667E0;1.011911E0;1.645750E-1
1.333333E0;1.058309E0;1.391959E-1
1.375000E0;1.116512E0;1.211072E-1
1.416667E0;1.171052E0;1.211925E-1
1.458333E0;1.228306E0;1.285540E-1
1.500000E0;1.278275E0;1.449941E-1
1.541667E0;1.332792E0;1.596232E-1
