t;x;y;
0.000000E0;-1.554321E-2;2.858125E-1
4.166667E-2;-1.286042E-2;2.894604E-1
8.333333E-2;-1.195482E-2;2.894689E-1
1.250000E-1;-6.504219E-3;2.877087E-1
1.666667E-1;2.577287E-3;2.850770E-1
2.083333E-1;1.256439E-2;2.824537E-1
2.500000E-1;2.616539E-2;2.807701E-1
2.916667E-1;4.523400E-2;2.755150E-1
3.333333E-1;6.249142E-2;2.702430E-1
3.750000E-1;8.334572E-2;2.677218E-1
4.166667E-1;1.051396E-1;2.615866E-1
4.583333E-1;1.332897E-1;2.536998E-1
5.000000E-1;1.641567E-1;2.458386E-1
5.416667E-1;1.977659E-1;2.352860E-1
5.833333E-1;2.313496E-1;2.274502E-1
6.250000E-1;2.685642E-1;2.187429E-1
6.666667E-1;3.121520E-1;2.064726E-1
7.083333E-1;3.584567E-1;1.942279E-1
7.500000E-1;4.065725E-1;1.820002E-1
7.916667E-1;4.555514E-1;1.743090E-1
8.333333E-1;5.081527E-1;1.666517E-1
8.750000E-1;5.588323E-1;1.707503E-1
9.166667E-1;6.040357E-1;1.793259E-1
9.583333E-1;6.546048E-1;1.951973E-1
1.000000E0;6.979970E-1;2.037558E-1
1.041667E0;7.332219E-1;2.140490E-1
1.083333E0;7.757680E-1;2.162599E-1
1.125000E0;8.128891E-1;2.175141E-1
1.166667E0;8.554778E-1;2.151970E-1
1.208333E0;8.917528E-1;2.101035E-1
1.250000E0;9.362292E-1;1.996530E-1
1.291667E0;9.789795E-1;1.801294E-1
1.333333E0;1.024447E0;1.606314E-1
1.375000E0;1.073578E0;1.366394E-1
1.416667E0;1.131647E0;1.254108E-1
1.458333E0;1.189572E0;1.295774E-1
1.500000E0;1.247428E0;1.409888E-1
1.541667E0;1.293478E0;1.559121E-1
1.583333E0;1.342252E0;1.699553E-1
